url,label
https://www.paypal-customerfeedback.com/,phishing
http://www.pcrdist.com/,legitimate
http://www.ultrakoz.com/uploads/files/reloadedatt.net.html,phishing
http://www.rainstormconsulting.com/,legitimate
http://cover-acct56467.esy.es/index.html,phishing
http://www.falklandsconservation.com/wildlife/albatross/black-browed-albatross.html,legitimate
http://inhomecareidaho.com/wp-includes/news/dropbaka/07b4089c45eabdd3349d4d8ba473301a/pindex.php,phishing
http://p080.ezboard.com/badragonballyaoirpg,legitimate
http://www.ranbury.com/,legitimate
http://www.adult-anime-hentai.com/,legitimate
http://members.tripod.com/~chaz16/3.html,legitimate
http://www.grovewoodcats.com/,legitimate
http://laghaimrevolution.com/sign-on/yahoo/Y1.html,phishing
http://www.koalatv.com/,legitimate
http://settings-acct024631.esy.es/recovery-chekpoint-login.html,phishing
http://help-fb-contact.hol.es/support/index.php,phishing
http://dressesmela.com//kmd/image.htm,phishing
http://www.uvm.edu/~fiji2,legitimate
http://www.videocopies.com/,legitimate
http://www.radaradt.com/portal/libraries/gantry/images/iphone/js/home.php,phishing
http://matchphotos021.96.lt/index.htm,phishing
http://www.privateholes.com/anime/anime-asia/index6.html,legitimate
http://www.geocities.com/kitties2luv/,legitimate
http://www.christendom.edu/athletics/,legitimate
http://www.fanworkrecs.com/,legitimate
http://support109381.hol.es/facebook-security,phishing
http://paypal1.uk-ppl202.com/sd/,phishing
http://cover-acct6445.esy.es/index.html,phishing
http://www.uvm.edu/~spirit/,legitimate
http://www.uvm.edu/uvmtoday/,legitimate
http://siri.uvm.edu/,legitimate
http://www.uvm.edu/~crvt/,legitimate
http://www.uvm.edu/sparc/,legitimate
http://fb-safety-system2017.esy.es/recovery-chekpoint-login.html,phishing
http://www.nenature.com/redbelliedwoodpecker.htm,legitimate
http://nzbirds.com/birds/antipodesparakeet.html,legitimate
http://lightshadeinc.com/wp-content/dropbox/dropbox/,phishing
http://library.uvm.edu/dana/,legitimate
http://www.kenyabirds.org.uk/ry_barbet.htm,legitimate
http://safety-check-98735.esy.es/index.html,phishing
http://www.stevensonsharpe.co.uk/,legitimate
http://extratocontasinativas.com/web/,phishing
http://guard.trustlawsuits.com/fresh.php,phishing
http://harigoindia.com/old-site/xx/ya/Yahoo.htm,phishing
http://www.riclogauto.96.lt/login.php,phishing
http://adadaadjaldkadlhadlsajlshsaah.blogspot.com/,phishing
http://www.angelfire.com/poetry/nicolesstories/,legitimate
http://citypaper.net/articles/022996/article001.shtml,legitimate
http://searchtripdeals.com/!!..HXtR77LffQ..!!/home/,phishing
https://elicos.com/cha/Chase0ChaseChasechase-Online/wwwhttpsChase-Chase0ChaseOnline/wwwChaseOnlinebankingcom-account0notifications0CentreUSA/index.php,phishing
http://masterpremiopravoce.esy.es/index7/cadastro/registro.php,phishing
http://www.catchicats.com/,legitimate
http://www.wjjsoft.com/,legitimate
http://olenelife.com/sessions/paypal/,phishing
http://www.emba.uvm.edu/~rcrouse/,legitimate
http://recover-acct5487.esy.es/recovery-chekpoint-login.html,phishing
http://brimkers.com/ausinvcontracts/ms/,phishing
http://click.waw.pl/mas678ben,phishing
http://www.goutokuji.com/,legitimate
http://pages-5566.hol.es/facebook-security,phishing
http://liceosanconrado.cl/00202fjf/casts/,phishing
https://gem.tools/shell/dejiwire/fmsk/garyspeed/165957739e5e07bdb83b0c3b9799899a/,phishing
http://www.macawlanding.org/,legitimate
http://www.bitsmithsoft.com/,legitimate
http://www.caixa.gov.br-fgts.gov.br.trabalhador.servicos_online.saldo_fgts.asp.ct56372.tmweb.ru/oferta.cliente,phishing
http://bioweb.uwlax.edu/bio203/s2008/runde_sama/,legitimate
http://vuongquocsen.com/index.html.php,phishing
http://www.azzcardfile.com/,legitimate
http://caixaonlinefgts.hostkda.com/pages/,phishing
http://www.searchanalysts.com/,legitimate
http://www.lux-aeterna.com/clock/,legitimate
http://confluentc.com/images/excelfile/74432a853b79550cdab03dbb6bbd3497/,phishing
http://www.geocities.com/kaseychan17/index.html,legitimate
http://recover8544.esy.es/index.html,phishing
http://sulebrity.homestead.com/,legitimate
http://lambabajunior.com/4wale/Googledrt1/,phishing
https://redux.news/chase/update/,phishing
http://festivalbecause.org/boks/rap/olsag/almiu.html,phishing
http://www.wallpaper-calendar.com/,legitimate
http://www.stepforth.com/,legitimate
http://www.desertsportswear.com/bankofamerica.com/f2ad24ed2c72565d5df52a7bfa652351/,phishing
http://fdhdfhdfhhfdfdhhdfhhfddfdf.blogspot.com/,phishing
http://ioannasakellaraki.com/log/,phishing
http://meowmeowmugs.com/nccx7ak/index.htm,phishing
http://ibc.hbw.com/ibc/phtml/familia.phtml,legitimate
http://www.picturevideo.com/,legitimate
http://www.citadelchurchjax.com/wp-admin/data/owa/WebAdmin/Outlook%20Web%20App.htm,phishing
http://tinyurl.com/kqoverh,phishing
http://www.mbr-pwrc.usgs.gov/id/framlst/i6290id.html,legitimate
http://bit.ly/2pgU0ne,phishing
http://members.tripod.com/starchan/,legitimate
http://www.geocities.com/maxnkoko/index.html,legitimate
http://members.tripod.com/~cheekokr/enter.html,legitimate
http://gusp.pt/olasa/driveup/df1300056d9b054301c0650015536105/login.php,phishing
http://www.thehutch.com/rabhutch/freberg.htm,legitimate
http://www.uvm.edu/~jdavison/,legitimate
http://email.premiumx.my/edr/GD/PI/,phishing
http://www.kenyabirds.org.uk/barbet-wh.htm,legitimate
http://www.mcdougalldigital.com/,legitimate
http://www.uvm.edu/greening/,legitimate
http://webdropbox.net/GOG/yGnHFKdhsd.php,phishing
https://jokextreme.com/irs.return/Payment%20Lookup.html,phishing
http://www.mbr-pwrc.usgs.gov/id/framlst/i4050id.html,legitimate
http://netibesanta.esy.es/www/,phishing
http://astorwilliam.tripod.com/,legitimate
http://www.emba.uvm.edu/~cooke/,legitimate
http://asesoresvelfit.com/media/cms/datacredito.co/,phishing
http://www.landiss.com/woodpecker.htm,legitimate
http://www.wanderfootventures.com/images/admin/match.html,phishing
http://mirazfood.com/update/New/success.php,phishing
http://env-9019617.jelastic.regruhosting.ru/libraries/legacy/access/system.php,phishing
http://www.uvm.edu/~plantbio/,legitimate
http://wpcgwadar.com/iyawoee/aptgd/,phishing
http://wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net/gtwpage1e10/index-jsp.html,phishing
http://www.floraprive.com/zhi/Unibe.html,phishing
http://www.ringjohn.com/,legitimate
http://goterbox33.esy.es/recovery-chekpoint-login.html,phishing
http://www.skipechert.com/,legitimate
http://sicoob-card.com/2017/,phishing
http://halpcenter-acontscheck.esy.es/recovery-chekpoint-login.html,phishing
http://mdllanos.com/wp/qouta/Aldomain/mailbox/domain/,phishing
http://www.lughstudio.com/,legitimate
http://www.cardinal-broadcast.com/,legitimate
http://store2.apple.ch.email-forwarding.webstore.websis.info/sp/,phishing
http://04daa73b.ngrok.io/secured42/23e08230a93871fa650553ccdf54ecf7/signin/,phishing
http://web-designing-india.org/dpbx/dpbx/index.php,phishing
http://www.uvm.edu/~training/,legitimate
http://www.bridgewater.edu/,legitimate
http://goodnessvanillalive.com/xupx/chinko/index.php,phishing
http://www.rankmagic.com/,legitimate
http://www.kenyabirds.org.uk/darter.htm,legitimate
http://bit.ly/2pD2nLt,phishing
http://www.uvm.edu/~dceweb/lane/,legitimate
http://www.skytel.lk/bofa/home/login.php,phishing
http://page.app15.in/themeset1_2015-08-07-11-24-38/app/y/index.htm,phishing
http://www.birdguides.com/species/species.asp,legitimate
http://tahubulat.co.id/allana/dropbox/,phishing
http://www.aharsntenetsrelsioncustomizedia.com/domain/indexx.htm,phishing
http://www.sitepropel.com/,legitimate
http://www.freeparrots.net/,legitimate
http://normansfinejewelry.com/ASDE/QWAUTHW/asb.co.nz/index.htm,phishing
http://logs.en-action.com/accounts-login-confirmphp/,phishing
http://optimization.asu.edu/~xue/,legitimate
http://dentalimplantformula.com/nichepatients.com/,phishing
http://www.angelfire.com/journal/coldlemonade/index.html,legitimate
http://jnep.sumdu.edu.ua/images/fra/fraaa/fraaaaa/9b4465016edb09ae73e4c0b2f1da1d44/,phishing
http://www.apple2api.com/indexx.html,phishing
http://oa.ying-zhuo.com/bbsnew/utrasfc/harghi.html,phishing
http://www.raise-your-sites.co.uk/,legitimate
http://www.worldshaking.net/,legitimate
http://www.kenyabirds.org.uk/parrot-ob.htm,legitimate
http://www.submission-pro.com/,legitimate
http://www.lhndemo.com/wp-css/update.html,phishing
http://xn--https-servio-85-omb.jelastic.regruhosting.ru/www.santander.com.br/br/Cadastramento/pessoa-fisica/santander-van-gogh/index1.php,phishing
http://agave.garden.org/~aaronh/,legitimate
http://www.shelltoys.com/speaking_clock/,legitimate
http://www.rankhigh.biz/,legitimate
http://acct8877.esy.es/index.html,phishing
http://service-info-il.hol.es/log1.php,phishing
http://www.seabirds.org/penguins.htm,legitimate
http://carolyneslick.com/yah/Yah/T/Y1.html,phishing
http://system-internos24hs.com/internas/,phishing
http://www.uvm.edu/~phibeta/,legitimate
http://www.hoursandminutes.com/,legitimate
http://groups.yahoo.com/group/voice_actor_appreciation/cal///group/voice_actor_appreciation/,legitimate
http://www.kenyabirds.org.uk/flamingo_l.htm,legitimate
http://httpssecure.belhalfs.beget.tech/auth/auth/issues/,phishing
http://the-yellows.eu/www.paypal.com/paypal/www.PayPal.com%20Full-Z/ffggf5g9652g6g526g2g6dgd2g6g26g5gf63g26g52g/webscr.html,phishing
http://ad-blockeds.com/--/www.impots.gouv.fr/file/dd14aa66803d699fee4b16424002d39d/,phishing
http://www.awn.com/mag/issue2.7/2.7pages/2.7jacksonjones.html,legitimate
http://nnconsultoria.com.br/Atendimento.Pessoa.Fisica01/atendimento_pessoa_fisica/criptografado/index1.php,phishing
http://www.uvm.edu/map/,legitimate
http://www.tv-now.com/stars/gotfried.html,legitimate
http://ecutrack.com/box1/,phishing
http://www.supporto-informatici.info/cartasi_1.php,phishing
http://www.emba.uvm.edu/~archdeac/,legitimate
http://www.ezoutliner.com/,legitimate
http://craig-hallum.ga/sgg/1/login.htm,phishing
http://www.reinventbusiness.com/,legitimate
http://ni1232966-3.web20.nitrado.hosting/finance/fnce/,phishing
http://cabinetelendil.be/hil/office/,phishing
http://www.top-website-promotion.co.uk/,legitimate
http://skafs.ca/Wealthsecuredhelp/ivxn/home/,phishing
http://www.geocities.com/sunnylakes/,legitimate
http://www.seo-websitepromotion.com/,legitimate
http://visualversion.com/timebuddy/index.html,legitimate
http://www.relaxseo.com/,legitimate
http://safety-check-73652.esy.es/index.html,phishing
http://segurana.my-free.website/,phishing
http://crs.uvm.edu/,legitimate
http://www.emba.uvm.edu/~mirchand/,legitimate
http://loogin-recovery-account87.esy.es/confirmation/,phishing
http://nzbirds.com/birds/titi.html,legitimate
